id|titulo|precioOld|precioNew|imagen|link
471|Cell Blue - Smartphone Astro 6 - Desbloqueado de 6 pulg Dual Sim - Negro|479.00|419.00|//media.linio.com.pe/p/cell-blue-6569-4573151-1-product.jpg|/p/cell-blue-smartphone-astro-6-desbloqueado-de-6-pulg-dual-sim-negro-s13b4d
472|Smartphone Verykool Lynx II s3503 3.5"  Dual SIM 3G HSPA Doble Camara 2MP - Azul|300.00|169.00|//media.linio.com.pe/p/verykool-7608-6172151-1-product.jpg|/p/smartphone-verykool-lynx-ii-s3503-35-dual-sim-3g-hspa-doble-camara-2mp-azul-osedbp
473|Samsung Galaxy Ace 4 3G Dual-Core 1.2 GHz Android KitKat 5MP - Blanco|600.00|489.00|//media.linio.com.pe/p/samsung-0549-9930711-1-product.jpg|/p/samsung-galaxy-ace-4-3g-dual-core-12-ghz-android-kitkat-5mp-blanco-jozma9
474|Smartphone Motorola Moto X 2da Generación XT1097 32GB 13MP - Negro|2200.00|1549.00|//media.linio.com.pe/p/motorola-4972-7513711-1-product.jpg|/p/smartphone-motorola-moto-x-2da-generacio-n-xt1097-32gb-13mp-negro-n2fze5
475|Smartphone LG G3 Beat 8GB 13MP Desbloqueado - Negro|1049.00|849.00|//media.linio.com.pe/p/lg-3466-285519-1-product.jpg|/p/smartphone-lg-g3-beat-8gb-13mp-desbloqueado-negro-vafsx9
476|Pidion - Celular Terminal Empresarial HM40 - Negro|5825.00|5700.00|//media.linio.com.pe/p/pidion-0617-862991-1-product.jpg|/p/pidion-celular-terminal-empresarial-hm40-negro-lecsdv
477|Motorola - Moto X 2da Generación XT1097 Snapdragon 801 Quad-core 2.5GHz Android 4.4.4 KitKat 32GB - Negro|1999.00|1449.00|//media.linio.com.pe/p/motorola-1899-0862711-1-product.jpg|/p/motorola-moto-x-2da-generacio-n-xt1097-snapdragon-801-quad-core-25ghz-android-444-kitkat-32gb-negro-ylf4rn
478|Alcatel Idol X + Plus 5" 13MP 16GB OctaCore 2GHz Desbloqueado - Blanco|1600.00|749.00|//media.linio.com.pe/p/alcatel-5476-6818141-1-product.jpg|/p/alcatel-idol-x-plus-5-13mp-16gb-octacore-2ghz-desbloqueado-blanco-oo87ia
479|HUAWEI CELULAR PHABLET P8 MAX 6.8 DUAL SIM 64 GB - DORADO|3499.00|2599.00|//media.linio.com.pe/p/huawei-1129-4678641-1-product.jpg|/p/huawei-celular-phablet-p8-max-68-dual-sim-64-gb-dorado-s0gp2u
480|Samsung Galaxy J7 J700M 4G, 16GB,13PMX,DESBLOQUEADO COLOR BLANCO|1799.00|1029.00|//media.linio.com.pe/p/samsung-1709-9472641-1-product.jpg|/p/samsung-galaxy-j7-j700m-4g-16gb-13pmx-desbloqueado-color-blanco-jryyg6
481|Samsung Galaxy S5 16GB,Ram de 2GB,4G LTE,Gorilla Glass 3,15 MP desbloqueado|1699.00|1539.00|//media.linio.com.pe/p/samsung-1317-4061151-1-product.jpg|/p/samsung-galaxy-s5-16gb-ram-de-2gb-4g-lte-gorilla-glass-3-15-mp-desbloqueado-s42ip3
482|Iphone 6 Plus 16GB- 4G LTE,Desbloqueado.|2499.00|2399.00|//media.linio.com.pe/p/iphoneapple-1316-1261151-1-product.jpg|/p/iphone-6-plus-16gb-4g-lte-desbloqueado-x1hoyv
483|Samsung Galaxy J100mu - 4g - 5mp - 4gb - 1.2ghz - Desbloqueado - Negro|750.00|459.00|//media.linio.com.pe/p/samsung-6290-3129541-1-product.jpg|/p/samsung-galaxy-j100mu-4g-5mp-4gb-12ghz-desbloqueado-negro-tqzekw
484|Motorola Moto G 2014 2da Generacion XT1068 8GB 8MP Dual Sim Desbloqueado - Negro|999.00|689.00|//media.linio.com.pe/p/motorola-6798-2308231-1-product.jpg|/p/motorola-moto-g-2014-2da-generacion-xt1068-8gb-8mp-dual-sim-desbloqueado-negro-vdcjst
485|Samsung Galaxy Note 4 32GB Gorilla Glass 4 Ram 3 GB 16 MP Desbloqueado|2199.00|1989.00|//media.linio.com.pe/p/samsung-moviles-7429-7659641-1-product.jpg|/p/samsung-galaxy-note-4-32gb-gorilla-glass-4-ram-3-gb-16-mp-desbloqueado-n1umua
486|Smartphone BLU Sport 4.5 Resistente al polvo y agua Android 4.4 KitKat + Powerbank + Auricular Bluetooth - Naranja|599.00|499.00|//media.linio.com.pe/p/blu-9906-1697231-1-product.jpg|/p/smartphone-blu-sport-45-resistente-al-polvo-y-agua-android-44-kitkat-powerbank-auricular-bluetooth-naranja-wz3m6j
487|LG G4 Beat,8GB,Ram 1.5GB,13 MP,Android 5.1.1, desbloqueado|1099.00|999.00|//media.linio.com.pe/p/lg-1353-0551151-1-product.jpg|/p/lg-g4-beat-8gb-ram-15gb-13-mp-android-511-desbloqueado-yn8qnl
488|Smartphone Alcatel Pop C3 4' 5MP 4GB Dual Sim Desbloqueado - Blanco|399.00|289.00|//media.linio.com.pe/p/alcatel-1039-2387631-1-product.jpg|/p/smartphone-alcatel-pop-c3-4-5mp-4gb-dual-sim-desbloqueado-blanco-vdbpn9
489|Blackberry Passport Sqw100-1- 13mpx,32gb Negro Desbloqueado.|2999.00|2478.00|//media.linio.com.pe/p/blackberry-1308-1039541-1-product.jpg|/p/blackberry-passport-sqw100-1-13mpx-32gb-negro-desbloqueado-x2nj5y
490|Smartphone Sony Xperia M4 AQUA E2306 4G LTE 16GB - Blanco|1699.00|1074.00|//media.linio.com.pe/p/sony-9367-1593151-1-product.jpg|/p/smartphone-sony-xperia-m4-aqua-e2306-4g-lte-16gb-blanco-wzpcl5
491|Smartphone Motorola Moto G XT 1040 8GB 5MP 4G LTE Desbloqueado - Negro|999.00|749.00|//media.linio.com.pe/p/motorola-9928-785729-1-product.jpg|/p/smartphone-motorola-moto-g-xt-1040-8gb-5mp-4g-lte-desbloqueado-negro-n0qt71
492|Smartphone LG G3 Stylus Dual SIM Quad Core 8 GB-Negro|1339.00|890.00|//media.linio.com.pe/p/lg-1350-0995031-1-product.jpg|/p/smartphone-lg-g3-stylus-dual-sim-quad-core-8-gb-negro-ykv4u3
493|Smartphone Motorola Moto G XT 1040 8GB 5MP 4G LTE Desbloqueado - Negro|999.00|679.00|//media.linio.com.pe/p/motorola-9641-0092611-1-product.jpg|/p/smartphone-motorola-moto-g-xt-1040-8gb-5mp-4g-lte-desbloqueado-negro-yq6tat
494|Apple - iPhone 4S  8Gb Libre Desbloqueado - Negro|1299.00|749.00|//media.linio.com.pe/p/apple-4497-4092611-1-product.jpg|/p/apple-iphone-4s-8gb-libre-desbloqueado-negro-s41fbp
495|iPro Q10 3.5"  Desbloqueado + Batería Portátil 2600 mAh RN Dual Sim - Negro.|425.00|289.99|//media.linio.com.pe/p/ipro-6216-6312121-1-product.jpg|/p/ipro-q10-35-desbloqueado-bateri-a-porta-til-2600-mah-rn-dual-sim-negro-or7i5w
496|Apple iPhone 4S iOS 5 8GB 8MP Desbloqueado - Negro|1459.99|869.90|//media.linio.com.pe/p/apple-0814-6372641-1-product.jpg|/p/apple-iphone-4s-ios-5-8gb-8mp-desbloqueado-negro-or6fja
497|Smartphone Motorola Moto G 2da Generación 8MP 8GB Dual Sim Desbloqueado - Blanco|999.00|649.00|//media.linio.com.pe/p/samsung-1849-4849541-1-product.jpg|/p/smartphone-motorola-moto-g-2da-generacio-n-8mp-8gb-dual-sim-desbloqueado-blanco-rza0u4
498|Smartphone Sony Xperia Z3 16GB 20.7MP 4G LTE - Negro|2350.00|1759.00|//media.linio.com.pe/p/sony-1902-118219-1-product.jpg|/p/smartphone-sony-xperia-z3-16gb-207mp-4g-lte-negro-x258xz
499|Samsung Galaxy SIII Neo Duos I9300I 16GB 8MP Desbloqueado - Blanco|1999.00|899.90|//media.linio.com.pe/p/samsung-0507-6707221-1-product.jpg|/p/samsung-galaxy-siii-neo-duos-i9300i-16gb-8mp-desbloqueado-blanco-ootg6e
500|Motorola - Moto G XT 1040 8GB 4G LTELibre Desbloqueado - Negro|999.00|639.00|//media.linio.com.pe/p/motorola-6751-9882611-1-product.jpg|/p/motorola-moto-g-xt-1040-8gb-4g-ltelibre-desbloqueado-negro-jpl80v
501|Smartphone Sony Xperia Z3 D6603 16GB 20.7MP 4G LTE - NEGRO|2299.00|1779.00|//media.linio.com.pe/p/sony-2349-783629-1-product.jpg|/p/smartphone-sony-xperia-z3-d6603-16gb-207mp-4g-lte-negro-n0qtzd
502|Sony Xperia M2  8GB 8MP 4G LTE Desbloqueado - Negro|1299.00|714.99|//media.linio.com.pe/p/sony-0453-690129-1-product.jpg|/p/sony-xperia-m2-8gb-8mp-4g-lte-desbloqueado-negro-onour3
503|Smartphone LG Leon Dual Sim 8GB 5MP 4.5'' Android 5.0 Lollipop Desbloqueado - Negro|999.00|509.00|//media.linio.com.pe/p/lg-0151-6148141-1-product.jpg|/p/smartphone-lg-leon-dual-sim-8gb-5mp-45-android-50-lollipop-desbloqueado-negro-ose8pw
504|Smartphone Huawei G Play Mini 8GB 13MP 5'' Desbloqueado - Blanco|1400.00|799.99|//media.linio.com.pe/p/huawei-0642-2115431-1-product.jpg|/p/smartphone-huawei-g-play-mini-8gb-13mp-5-desbloqueado-blanco-vej1vv
505|Smartphone Apple iPhone 5S 16GB 8MP 4G LTE Desbloqueado - Plateado||2499.00|//media.linio.com.pe/p/apple-9611-6012431-1-product.jpg|/p/smartphone-apple-iphone-5s-16gb-8mp-4g-lte-desbloqueado-plateado-osz5tv
506|Motorola - Moto E 2da Generación XT1527 4G lte Android Lollipop 5.0 8GB 5MP - Negro|750.00|499.00|//media.linio.com.pe/p/motorola-2645-4822031-1-product.jpg|/p/motorola-moto-e-2da-generacio-n-xt1527-4g-lte-android-lollipop-50-8gb-5mp-negro-rzb8u1
507|Motorola - Moto G XT1068 2da Generación 8GB 8MP 5'' Dual Sim Desbloqueado - Blanco|1398.00|699.00|//media.linio.com.pe/p/motorola-9636-7053141-1-product.jpg|/p/motorola-moto-g-xt1068-2da-generacio-n-8gb-8mp-5-dual-sim-desbloqueado-blanco-n5gfoi
508|Smartphone Samsung Galaxy J5 Duos J500M 8GB 13MP 5'' 4G LTE Desbloqueado - Negro|1200.00|939.00|//media.linio.com.pe/p/samsung-6667-4471641-1-product.jpg|/p/smartphone-samsung-galaxy-j5-duos-j500m-8gb-13mp-5-4g-lte-desbloqueado-negro-s1npou
509|Smartphone Motorola Moto X 2da Generación XT1097 4G LTE 5.2'' 12.8MP 32GB Desbloqueado - Negro|1799.00|1399.00|//media.linio.com.pe/p/motorola-2314-0327711-1-product.jpg|/p/smartphone-motorola-moto-x-2da-generacio-n-xt1097-4g-lte-52-128mp-32gb-desbloqueado-negro-yoe6yr
510|Smartphone LG G4 H815 32G 4G LTE Desbloqueado - Cuero Marrón|2899.00|1799.00|//media.linio.com.pe/p/lg-1749-5771331-1-product.jpg|/p/smartphone-lg-g4-h815-32g-4g-lte-desbloqueado-cuero-marro-n-qccpj3
511|Samsung Galaxy J7 4G lte J700M 16GB 13MP 5.5'' Desbloqueado - Negro|1699.00|1019.00|//media.linio.com.pe/p/samsung-1421-0182241-1-product.jpg|/p/samsung-galaxy-j7-4g-lte-j700m-16gb-13mp-55-desbloqueado-negro-ypm8kc
512|Smartphone BLU Studio 6HD 8MP Doble Sim Desbloqueado + Powerbank + Auricular Bluetooth - Blanco|799.00|719.00|//media.linio.com.pe/p/blu-9894-1585921-1-product.jpg|/p/smartphone-blu-studio-6hd-8mp-doble-sim-desbloqueado-powerbank-auricular-bluetooth-blanco-wznlbq
513|Smartphone BLU - Life Play Mini 4GB Dual SIM + Powerbank + Auricular Bluetooth - Azul|369.00|299.00|//media.linio.com.pe/p/blu-5001-2575031-1-product.jpg|/p/smartphone-blu-life-play-mini-4gb-dual-sim-powerbank-auricular-bluetooth-azul-vc66a7
514|Smartphone Samsung Galaxy A5 16GB 5MP 4G LTE - Blanco|1699.99|1223.99|//media.linio.com.pe/p/samsung-4849-6930341-1-product.jpg|/p/smartphone-samsung-galaxy-a5-16gb-5mp-4g-lte-blanco-onmimm
515|Smartphone Samsung Galaxy S4 I9500 16GB 13M Nuevo en Caja - Desbloqueado.|1549.00|1169.90|//media.linio.com.pe/p/samsung-0815-3372641-1-product.jpg|/p/smartphone-samsung-galaxy-s4-i9500-16gb-13m-nuevo-en-caja-desbloqueado-tpsh0m
516|Smartphone Samsung Galaxy E7 4G LTE E700m 13Mpx,16Gb Quad Core - Negro|1599.99|1089.99|//media.linio.com.pe/p/samsung-6712-0246141-1-product.jpg|/p/smartphone-samsung-galaxy-e7-4g-lte-e700m-13mpx-16gb-quad-core-negro-yp0xmc
517|Smartphone Huawei Ascend Mate 7 MT-L09 16GB 2GB Desbloqueado - Negro|2199.00|1599.00|//media.linio.com.pe/p/huawei-2193-3560711-1-product.jpg|/p/smartphone-huawei-ascend-mate-7-mt-l09-16gb-2gb-desbloqueado-negro-tolfn7
518|Smartphone LG Leon 8GB 1GB Ram 5mp Desbloqueado - Negro|800.00|515.99|//media.linio.com.pe/p/lg-0639-0115431-1-product.jpg|/p/smartphone-lg-leon-8gb-1gb-ram-5mp-desbloqueado-negro-yplqvf
519|ETOWAY E1 Smartphone Android 4.4.2 Blanco con Flip Cover,1 GB RAM, 5Mp, Quad Core 1.2GHz||249.00|//media.linio.com.pe/p/etoway-0253-1147251-1-product.jpg|/p/etoway-e1-smartphone-android-442-blanco-con-flip-cover-1-gb-ram-5mp-quad-core-12ghz-x22s8r
520|Smartphone Samsung Galaxy S5 4G LTE 16GB 16MP Desbloqueado - Negro|2599.00|1499.00|//media.linio.com.pe/p/samsung-2609-0093351-1-product.jpg|/p/smartphone-samsung-galaxy-s5-4g-lte-16gb-16mp-desbloqueado-negro-yq7fo9
521|Samsung Galaxy S6 Edge Plus 32GB-Negro |3800.00|2649.00|//media.linio.com.pe/p/samsung-3027-4093351-1-product.jpg|/p/samsung-galaxy-s6-edge-plus-32gb-negro--s421p5
522|Lg G4 Stylus 3g Dual Sim H540, 8gb, 13mpx Nuevo En Caja Color Gris - Desbloqueado|1549.00|1209.90|//media.linio.com.pe/p/lg-8168-3611351-1-product.jpg|/p/lg-g4-stylus-3g-dual-sim-h540-8gb-13mpx-nuevo-en-caja-color-gris-desbloqueado-to0u61
523|Celular - VeryKool  S6001 - 13 MP - IPS 6" -  Dorado||699.00|//media.linio.com.pe/p/verykool-2029-3118251-1-product.jpg|/p/celular-verykool-s6001-13-mp-ips-6-dorado-tr02i9
524|Generico - Audifono Bluethooth HBS 730 Universsal - Blanco|159.00|119.00|//media.linio.com.pe/p/generico-8614-0623711-1-product.jpg|/p/generico-audifono-bluethooth-hbs-730-universsal-blanco-ymlz8j
525|Sony Xperia Z3 D6603 16GB 20.7MP 4G LTE - NEGRO||4500.00|//media.linio.com.pe/p/sony-8135-378619-1-product.jpg|/p/sony-xperia-z3-d6603-16gb-207mp-4g-lte-negro-tnhv8n
526|Pidion - Celular Terminal Empresarial BIP-5000 - Negro||3895.00|//media.linio.com.pe/p/pidion-7203-859202-1-product.jpg|/p/pidion-celular-terminal-empresarial-bip-5000-negro-lf0as4
527|Smartphone Samsung Galaxy Ace 4 5MP 4G LTE 4GB Quad-Core 1.2GHz - Negro|699.00|599.00|//media.linio.com.pe/p/samsung-3878-699329-1-product.jpg|/p/smartphone-samsung-galaxy-ace-4-5mp-4g-lte-4gb-quad-core-12ghz-negro-onot51
528|Generic - Case Lienzo y Mica Doble para iPhone 5 - Negro|40.00|20.00|//media.linio.com.pe/p/generic-3812-342551-1-product.jpg|/p/generic-case-lienzo-y-mica-doble-para-iphone-5-negro-tp9c0j
529|LG G3 Beat 8GB 13MP Desbloqueado - Blanco|999.00|799.00|//media.linio.com.pe/p/lg-7928-9247811-1-product.jpg|/p/lg-g3-beat-8gb-13mp-desbloqueado-blanco-jt5ae7
530|Smartphone LG G3 Beat D722 Desbloqueado - Negro|1599.00|819.00|//media.linio.com.pe/p/lg-2645-6667711-1-product.jpg|/p/smartphone-lg-g3-beat-d722-desbloqueado-negro-opdt5n
531|Smartphone Apple iPhone 6 PLus 5.5'' iOS 8 64GB - Gris|4000.00|3179.99|//media.linio.com.pe/p/apple-4407-036129-1-product.jpg|/p/smartphone-apple-iphone-6-plus-55-ios-8-64gb-gris-yohjar
532|Smartphone Sony Xperia Z3 D6603 4G Lte 16GB 20.7MP 3Gb Ram Desbloqueado - Negro|2200.00|1899.00|//media.linio.com.pe/p/sonyxperia-0807-277329-1-product.jpg|/p/smartphone-sony-xperia-z3-d6603-4g-lte-16gb-207mp-3gb-ram-desbloqueado-negro-vb12c9
533|Smartphone LG G2 mini dual D618 3G 4.7' 8MP 8GB Desbloqueado - Blanco|1000.00|619.00|//media.linio.com.pe/p/lg-5643-2407021-1-product.jpg|/p/smartphone-lg-g2-mini-dual-d618-3g-47-8mp-8gb-desbloqueado-blanco-vcrkee
534|Sony Xperia ACRO S LT26w 16GB 12MP 3G Desbloqueado - Negro.|980.00|589.00|//media.linio.com.pe/p/sony-8913-3090331-1-product.jpg|/p/sony-xperia-acro-s-lt26w-16gb-12mp-3g-desbloqueado-negro-trlgib
535|Apple iPhone 6s 16GB 4G LTE Libre de Fabrica-Color Plata|3490.00|2799.00|//media.linio.com.pe/p/apple-0731-2330341-1-product.jpg|/p/apple-iphone-6s-16gb-4g-lte-libre-de-fabrica-color-plata-vdci8e
536|Samsung - Samsung Galaxy S6 Edge  16MP 4G LTE - Blanco|4500.00|2489.99|//media.linio.com.pe/p/samsung-9415-1043431-1-product.jpg|/p/samsung-samsung-galaxy-s6-edge-16mp-4g-lte-blanco-x2nvi5
537|Smartphone Altron Phablet SO-622 6" 4GB 5MP Dual SIM 3G - Negro|500.00|350.00|//media.linio.com.pe/p/altron-8226-8908331-1-product.jpg|/p/smartphone-altron-phablet-so-622-6-4gb-5mp-dual-sim-3g-negro-lcjnhp
538|Smartphone LG L Fino D290N Qualcomm Snapdragon 4.5'' Android KitKat 4GB 8MP 3G - Negro|900.00|599.00|//media.linio.com.pe/p/lg-3547-7630711-1-product.jpg|/p/smartphone-lg-l-fino-d290n-qualcomm-snapdragon-45-android-kitkat-4gb-8mp-3g-negro-n1um35
539|Smartphone Leotec Titanium T255B 16GB 8MP Dual Sim Desbloqueado - Negro|824.00|659.00|//media.linio.com.pe/p/leotec-9770-5261811-1-product.jpg|/p/smartphone-leotec-titanium-t255b-16gb-8mp-dual-sim-desbloqueado-negro-qfaszf
540|Smartphone Sony Xperia Z1 Compact D5503 16GB 20.7MP 4G LTE - Negro|1400.00|1199.00|//media.linio.com.pe/p/sony-0744-098329-1-product.jpg|/p/smartphone-sony-xperia-z1-compact-d5503-16gb-207mp-4g-lte-negro-ykww3z
541|Smartphone LG Leon Dual Sim 8GB 5MP 4.5'' Android 5.0 Lollipop Desbloqueado - Negro|999.00|509.00|//media.linio.com.pe/p/lg-0151-6148141-1-product.jpg|/p/smartphone-lg-leon-dual-sim-8gb-5mp-45-android-50-lollipop-desbloqueado-negro-ose8pw
542|Apple - iPhone 4S  8Gb Libre Desbloqueado - Negro|1299.00|749.00|//media.linio.com.pe/p/apple-4497-4092611-1-product.jpg|/p/apple-iphone-4s-8gb-libre-desbloqueado-negro-s41fbp
543|Smartphone Sony Xperia T3 D 5106 6GB 8mp 4G Lte Desbloqueado - Negro|1299.00|950.00|//media.linio.com.pe/p/sony-9889-3053031-1-product.jpg|/p/smartphone-sony-xperia-t3-d-5106-6gb-8mp-4g-lte-desbloqueado-negro-trm1df
544|Sony Xperia ACRO S LT26w 16GB 12MP 3G Desbloqueado - Negro.|980.00|589.00|//media.linio.com.pe/p/sony-8913-3090331-1-product.jpg|/p/sony-xperia-acro-s-lt26w-16gb-12mp-3g-desbloqueado-negro-trlgib
545|Smartphone Sony Xperia Z3 D6603 16GB 20.7MP 4G LTE - NEGRO|2299.00|1779.00|//media.linio.com.pe/p/sony-2349-783629-1-product.jpg|/p/smartphone-sony-xperia-z3-d6603-16gb-207mp-4g-lte-negro-n0qtzd
546|Samsung - Samsung Galaxy S6 Edge  16MP 4G LTE - Blanco|4500.00|2489.99|//media.linio.com.pe/p/samsung-9415-1043431-1-product.jpg|/p/samsung-samsung-galaxy-s6-edge-16mp-4g-lte-blanco-x2nvi5
547|Smartphone Samsung Galaxy Ace 4 4GB 5MP Dual Core Desbloqueado - Blanco|890.00|495.99|//media.linio.com.pe/p/samsung-0386-8218331-1-product.jpg|/p/smartphone-samsung-galaxy-ace-4-4gb-5mp-dual-core-desbloqueado-blanco-lgpopv
548|Smartphone LG G4 STYLUS DUAL SIM-13MPX-5.7 pulgadas - Blanco|1599.00|1089.00|//media.linio.com.pe/p/lg-1424-7082241-1-product.jpg|/p/smartphone-lg-g4-stylus-dual-sim-13mpx-57-pulgadas-blanco-n5g8po
549|Samsung Galaxy A500M - 4G - LTE - 13mp - 16gb - 5.0" - RAM 2GB - NEGRO|2400.00|1089.00|//media.linio.com.pe/p/samsung-9209-6987141-1-product.jpg|/p/samsung-galaxy-a500m-4g-lte-13mp-16gb-50-ram-2gb-negro-onmsmc
550|Smartphone Samsung Galaxy J1 Ace 1GB Quad-Core 5MP Desbloqueado|699.00|579.00|//media.linio.com.pe/p/samsung-7428-1759641-1-product.jpg|/p/smartphone-samsung-galaxy-j1-ace-1gb-quad-core-5mp-desbloqueado-wyha76
551|Smartphone Samsung Galaxy S5 SM-G900M 16GB 16MP 4G LTE Desbloqueado - Negro|1750.00|1539.00|//media.linio.com.pe/p/samsung-6573-7268711-1-product.jpg|/p/smartphone-samsung-galaxy-s5-sm-g900m-16gb-16mp-4g-lte-desbloqueado-negro-n486b7
552|Samsung  - Galaxy S4 I9515 4g 16gb Libre - Negro|1450.00|1249.99|//media.linio.com.pe/p/samsung-0186-749919-1-product.jpg|/p/samsung-galaxy-s4-i9515-4g-16gb-libre-negro-n34pr9
553|Smartphone Sony Xperia Z2A D6563 16GB 3GB RAM Desbloqueado - Negro|1999.00|1449.00|//media.linio.com.pe/p/sony-5336-4821711-1-product.jpg|/p/smartphone-sony-xperia-z2a-d6563-16gb-3gb-ram-desbloqueado-negro-rz9rlf
554|Apple iPhone 6 16GB + Lámina Protectora-Negro|3499.00|2049.00|//media.linio.com.pe/p/apple-9559-3326031-1-product.jpg|/p/apple-iphone-6-16gb-la-mina-protectora-negro-tpto9l
555|Blackview Zeta V16 5.0" HD 3G Smartphone libre Android 4.4 Octa core 8GB Blanco EU|411.00|247.00|//media.linio.com.pe/p/blackview-9721-3366841-1-product.jpg|/p/blackview-zeta-v16-50-hd-3g-smartphone-libre-android-44-octa-core-8gb-blanco-eu-tpryi8
556|Smartphone Samsung S5 Sm g900m Libre Desbloqueado - Blanco|1999.00|1549.00|//media.linio.com.pe/p/samsung-6835-2982611-1-product.jpg|/p/smartphone-samsung-s5-sm-g900m-libre-desbloqueado-blanco-v9r7vj
557|LG G4 Stylus Dual Sim Quad-Core 1.4 GHz 8 GB 13 MP 3G|1199.00|1049.00|//media.linio.com.pe/p/lg-7428-3659641-1-product.jpg|/p/lg-g4-stylus-dual-sim-quad-core-14-ghz-8-gb-13-mp-3g-to00te
558|Sony Xperia Z3 Compact D5833 20.7 MP 16GB Desbloqueado - Negro|2350.00|1419.00|//media.linio.com.pe/p/sonyxperia-1069-5055711-1-product.jpg|/p/sony-xperia-z3-compact-d5833-207-mp-16gb-desbloqueado-negro-qghstx
559|Apple iPhone 6 Plus 16GB Desbloqueado-Negro|5000.00|2369.00|//media.linio.com.pe/p/apple-0739-4439121-1-product.jpg|/p/apple-iphone-6-plus-16gb-desbloqueado-negro-s1om4o
560|Apple iPhone 4s 8GB Desbloqueado-Blanco|1100.00|680.00|//media.linio.com.pe/p/apple-4955-9023611-1-product.jpg|/p/apple-iphone-4s-8gb-desbloqueado-blanco-juco4z
561|Sony Xperia M4 AQUA E2306 4G LTE 16GB - CON LOGO  DE MOVISTAR - DESBLOQUEADO DE FABRICA - BLANCO|1500.00|980.00|//media.linio.com.pe/p/sonyxperia-4178-1591431-1-product.jpg|/p/sony-xperia-m4-aqua-e2306-4g-lte-16gb-con-logo-de-movistar-desbloqueado-de-fabrica-blanco-wzoqzf
562|Apple iPhone 4S 8GB 8MP Desbloqueado - Negro.|1999.00|688.00|//media.linio.com.pe/p/apple-8710-940081-1-product.jpg|/p/apple-iphone-4s-8gb-8mp-desbloqueado-negro-js0prz
563|TIMMY M9 3G Smartphone Android 4.4  5.0 pulgadas de pantalla MTK6582 1.3MHz Quad-Core Dual SIM 1GB RAM 
8GB ROM OTG Golden Dorado EU|356.00|214.00|//media.linio.com.pe/p/timmy-3162-4503251-1-product.jpg|/p/timmy-m9-3g-smartphone-android-44-50-pulgadas-de-pantalla-mtk6582-13mhz-quad-core-dual-sim-1gb-ram-8gb-rom-otg-golden-dorado-eu-s133gj
564|Huawei P8 Lite 4g Octare Core Ram 2gb 13mpx Desbloqueado color Negro.|1599.00|915.90|//media.linio.com.pe/p/huawei-4010-9833541-1-product.jpg|/p/huawei-p8-lite-4g-octare-core-ram-2gb-13mpx-desbloqueado-color-negro-jplf06
565|Smartphone Apple iPhone 5S 64GB 8MP 4G LTE Desbloqueado - Gris |3999.00|2099.00|//media.linio.com.pe/p/apple-4687-7760441-1-product.jpg|/p/smartphone-apple-iphone-5s-64gb-8mp-4g-lte-desbloqueado-gris--n19tls
566|Iphone 5s 16gb 8mp 4g Apple Color Gris Spacial Nuevo en Caja Desbloqueado|2199.00|1529.00|//media.linio.com.pe/p/apple-4010-1933541-1-product.jpg|/p/iphone-5s-16gb-8mp-4g-apple-color-gris-spacial-nuevo-en-caja-desbloqueado-wxarcm
567|Smartphone Samsung Galaxy J1 4.3'' 4GB 5MP Desbloqueado - Negro|680.00|459.00|//media.linio.com.pe/p/samsung-7106-0866441-1-product.jpg|/p/smartphone-samsung-galaxy-j1-43-4gb-5mp-desbloqueado-negro-ylfots
568|Sony - Sony Xperia Z3  Dual Sim D6683 16GB 20.7MP  Libre de Fábrica Desbloqueado - Negro|3300.00|1949.99|//media.linio.com.pe/p/sony-7269-0596221-1-product.jpg|/p/sony-sony-xperia-z3-dual-sim-d6683-16gb-207mp-libre-de-fa-brica-desbloqueado-negro-yn8f1w
569|VKworld VK700 Pro 5.5" HD IPS 3G Smartphone libre Android 4.4 Quad Core8GB Oro EU|434.00|260.00|//media.linio.com.pe/p/vkworld-3730-0024351-1-product.jpg|/p/vkworld-vk700-pro-55-hd-ips-3g-smartphone-libre-android-44-quad-core-8gb-oro-eu-yq7eyf
570|Smartphone Samsung Galaxy J5  8GB 13MP 5'' 4G LTE Desbloqueado - Blanco|1200.00|939.00|//media.linio.com.pe/p/samsung-6086-3791441-1-product.jpg|/p/smartphone-samsung-galaxy-j5-8gb-13mp-5-4g-lte-desbloqueado-blanco-tnf6sa
571|Samsung Galaxy S4 SGH-I337 16GB-Negro|1114.80|990.00|//media.linio.com.pe/p/samsung-9189-4754351-1-product.jpg|/p/samsung-galaxy-s4-sgh-i337-16gb-negro-rzvzq1
572|Airis - Smartphone TM36DM  3G 3.5'' Dual Core 1 GHz Dual SIM 3.2MP - Negro|299.00|199.00|//media.linio.com.pe/p/airis-8567-6732841-1-product.jpg|/p/airis-smartphone-tm36dm-3g-35-dual-core-1-ghz-dual-sim-32mp-negro-oos9pq
573|Apple iPhone 6s 16GB-Gris Espacial|3800.00|2699.00|//media.linio.com.pe/p/apple-1514-9917831-1-product.jpg|/p/apple-iphone-6s-16gb-gris-espacial-joz96j
574|Samsung Galaxy S5 G900m - 4g - Lte - 16gb - 16mp - Ram 2gb - Negro|2800.00|1499.00|//media.linio.com.pe/p/samsung-1652-2866141-1-product.jpg|/p/samsung-galaxy-s5-g900m-4g-lte-16gb-16mp-ram-2gb-negro-vadmzk
